,Модель,Цена,Год выпуска,Пробег,Привод,ЛС,Тип двигателя,Тип кузова,Коробка передач,Объём двигателя,Цвет,Марка,Класс,Налог
2228,Kia Rio IV,1150000,2019,65000,передний,123,Бензин,седан,автомат,1.6,белый,Kia,2,3075
2229,Ford F-150 Raptor SuperCrew Raptor XIII Рестайлинг,9700000,2020,16400,полный,450,Бензин,пикап двойная кабина,автомат,3.5,чёрный,Ford,5,135000
2230,Porsche Boxster GTS 4.0 IV 718 (982),13975000,2022,23,задний,400,Бензин,родстер,робот,4.0,чёрный,Porsche,5,180000
2231,BMW X7 40d I (G07) Рестайлинг,15499000,2022,20,полный,340,Дизель,внедорожник 5 дв.,автомат,3.0,белый,BMW,5,153000
2232,Mercedes-Benz GL-Класс 500 II (X166),3000000,2013,104000,полный,435,Бензин,внедорожник 5 дв.,автомат,4.7,белый,Mercedes-Benz,3,65250
2233,Toyota Sienna III,2099000,2013,126000,полный,266,Бензин,минивэн,автомат,3.5,серый,Toyota,3,39900
2234,Tesla Model Y Performance I,6050000,2022,7800,полный,450,Электро,внедорожник 5 дв.,автомат,5.3,чёрный,Tesla,5,0
2235,Volkswagen Touareg I,755000,2004,346838,полный,220,Бензин,внедорожник 5 дв.,автомат,3.2,серый,Volkswagen,1,14300
2236,Skoda Kodiaq I,3100000,2020,98009,полный,180,Бензин,внедорожник 5 дв.,робот,2.0,серый,Skoda,4,9900
2237,Volkswagen Passat B8,2780000,2019,62631,передний,150,Бензин,седан,робот,1.4,белый,Volkswagen,3,6750
2238,Porsche Boxster S IV 718 (982),6790000,2016,21857,задний,350,Бензин,родстер,робот,2.5,красный,Porsche,5,52500
2239,Volkswagen Golf VII,1670000,2016,75602,передний,110,Бензин,хэтчбек 5 дв.,автомат,1.6,серый,Volkswagen,2,2750
2240,Volvo XC90 II,4050000,2017,101054,полный,235,Дизель,внедорожник 5 дв.,автомат,2.0,коричневый,Volvo,4,17625
2241,Mercedes-Benz GLC Coupe 220 d I (C253) Рестайлинг,6225000,2021,10155,полный,194,Дизель,внедорожник 5 дв.,автомат,2.0,серый,Mercedes-Benz,5,19400
2242,Mitsubishi Pajero Sport III Рестайлинг,2900000,2019,59592,полный,181,Дизель,внедорожник 5 дв.,механика,2.4,белый,Mitsubishi,3,9050
2243,Audi Q5 Sportback 45 TFSI I (FY),5990000,2021,27729,полный,249,Бензин,внедорожник 5 дв.,робот,2.0,белый,Audi,4,37350
2244,BMW X5 M50d III (F15),3895000,2016,115271,полный,381,Дизель,внедорожник 5 дв.,автомат,3.0,чёрный,BMW,4,57150
2245,Kia Rio X IV Рестайлинг,1915000,2022,13281,передний,123,Бензин,хэтчбек 5 дв.,автомат,1.6,белый,Kia,3,3075
2246,Porsche Cayenne Diesel II Рестайлинг (958),3699000,2014,136569,полный,245,Дизель,внедорожник 5 дв.,автомат,3.0,чёрный,Porsche,4,18375
2247,BMW 7 серии 730d xDrive VI (G11/G12) Рестайлинг,5600000,2019,86915,полный,249,Дизель,седан,автомат,3.0,чёрный,BMW,4,37350
2248,Volvo XC90 I Рестайлинг,1670000,2013,147057,полный,200,Дизель,внедорожник 5 дв.,автомат,2.4,серый,Volvo,2,13000
2249,Audi A6 allroad III (C7),2144800,2013,211964,полный,245,Дизель,универсал 5 дв.,робот,3.0,чёрный,Audi,3,18375
2250,Porsche Panamera 4S II Рестайлинг,17100000,2023,100,полный,450,Бензин,хэтчбек 5 дв.,робот,2.9,чёрный,Porsche,5,202500
2251,Toyota Land Cruiser 76 70 Series Рестайлинг,6599000,2022,27,полный,228,Бензин,внедорожник 5 дв.,механика,4.0,белый,Toyota,5,34200
2252,Fiat Doblo I Рестайлинг,550000,2011,162400,передний,77,Бензин,компактвэн,механика,1.4,серый,Fiat,1,924
2253,"Mercedes-Benz CLA 200 I (C117, X117) Рестайлинг",1680000,2017,115862,передний,150,Бензин,седан,робот,1.6,синий,Mercedes-Benz,2,6750
2254,Hyundai Palisade I,3650000,2018,72000,полный,200,Дизель,внедорожник 5 дв.,автомат,2.2,серый,Hyundai,4,13000
2255,Audi A6 40 TDI V (C8),3797000,2019,60000,полный,204,Дизель,седан,робот,2.0,белый,Audi,4,13260
2256,Toyota Camry US Market VIII (XV70) Рестайлинг,3180000,2022,34006,передний,203,Бензин,седан,автомат,2.5,белый,Toyota,4,14514
2257,Kia Sportage IV Рестайлинг,2300000,2019,90000,полный,150,Бензин,внедорожник 5 дв.,автомат,2.0,чёрный,Kia,3,6750
2258,Kia Ceed II Рестайлинг,1075000,2016,150000,передний,130,Бензин,хэтчбек 5 дв.,автомат,1.6,красный,Kia,2,4550
2259,Volvo XC90 II,5100000,2019,66692,полный,235,Дизель,внедорожник 5 дв.,автомат,2.0,бежевый,Volvo,4,35250
2260,Land Rover Range Rover IV,4280000,2015,172289,полный,339,Дизель,внедорожник 5 дв.,автомат,4.4,чёрный,Land Rover,4,50850
2261,Toyota Land Cruiser Prado 150 Series Рестайлинг 1,2825000,2016,151822,полный,163,Бензин,внедорожник 5 дв.,механика,2.7,белый,Toyota,3,7335
2262,Mercedes-Benz V-Класс 300 d EXOBILITE экстра длинный II,14000000,2022,20,полный,237,Дизель,минивэн,автомат,2.0,чёрный,Mercedes-Benz,5,53325
2263,Skoda Kodiaq I,2450000,2020,54588,передний,150,Бензин,внедорожник 5 дв.,робот,1.4,серый,Skoda,3,6750
2264,"Mercedes-Benz S-Класс 500 Long VI (W222, C217)",2290000,2014,235307,полный,455,Бензин,седан,автомат,4.7,чёрный,Mercedes-Benz,3,68250
2265,Mercedes-Benz GL-Класс 500 II (X166),2499000,2013,141583,полный,435,Бензин,внедорожник 5 дв.,автомат,4.7,чёрный,Mercedes-Benz,3,65250
2266,Land Rover Range Rover Velar I,3930000,2018,93825,полный,180,Дизель,внедорожник 5 дв.,автомат,2.0,белый,Land Rover,4,9000
2267,Ford Mustang VI Рестайлинг,4100000,2019,50000,задний,466,Бензин,купе,автомат,5.0,серебристый,Ford,4,69900
2268,Land Rover Range Rover IV Рестайлинг,9990000,2021,41475,полный,249,Дизель,внедорожник 5 дв.,автомат,3.0,серый,Land Rover,5,37350
2269,Lexus LS 500 V,6750000,2018,60460,полный,421,Бензин,седан,автомат,3.4,чёрный,Lexus,5,126300
2270,Audi A6 IV (C7) Рестайлинг,1929000,2015,151523,полный,245,Дизель,седан,робот,3.0,серый,Audi,3,18375
2271,Land Rover Range Rover Velar I,8788000,2021,16500,полный,250,Бензин,внедорожник 5 дв.,автомат,2.0,чёрный,Land Rover,5,75000
2272,Toyota Fortuner II Рестайлинг,3950000,2022,118,полный,166,Бензин,внедорожник 5 дв.,автомат,2.7,чёрный,Toyota,4,8217
2273,Audi SQ7 I (4M) Рестайлинг,10650000,2020,48659,полный,422,Дизель,внедорожник 5 дв.,автомат,4.0,серый,Audi,5,189900
2274,Honda CR-V III,1115000,2008,212025,полный,150,Бензин,внедорожник 5 дв.,автомат,2.0,красный,Honda,2,6750
2275,Porsche Cayenne Diesel II (958),2530000,2013,162000,полный,245,Дизель,внедорожник 5 дв.,автомат,3.0,чёрный,Porsche,3,18375
2276,Kia Sportage IV Рестайлинг,1825000,2018,94000,полный,184,Бензин,внедорожник 5 дв.,автомат,2.4,белый,Kia,3,9200
2277,Porsche Cayenne III,6400000,2018,99000,полный,340,Бензин,внедорожник 5 дв.,автомат,3.0,чёрный,Porsche,5,102000
2278,"Mercedes-Benz S-Класс 560 Long VI (W222, C217) Рестайлинг",7200000,2017,29500,полный,469,Бензин,седан,автомат,4.0,чёрный,Mercedes-Benz,5,70350
2279,Chevrolet Lacetti,680000,2008,114832,передний,109,Бензин,седан,автомат,1.6,пурпурный,Chevrolet,1,2725
2280,Acura MDX II,850000,2007,393000,полный,300,Бензин,внедорожник 5 дв.,автомат,3.7,чёрный,Acura,1,45000
2281,Subaru Outback V Рестайлинг,2350000,2018,36111,полный,175,Бензин,универсал 5 дв.,вариатор,2.5,белый,Subaru,3,8750
2282,Hyundai Palisade I,3400000,2019,42000,передний,200,Дизель,внедорожник 5 дв.,автомат,2.2,синий,Hyundai,4,13000
2283,Audi Q7 45 TDI II (4M) Рестайлинг,9250000,2023,41,полный,231,Дизель,внедорожник 5 дв.,автомат,3.0,чёрный,Audi,5,34650
2284,BMW X3 20d xDrive III (G01),4249000,2019,47300,полный,190,Дизель,внедорожник 5 дв.,автомат,2.0,синий,BMW,4,9500
2285,Hyundai Santa Fe IV,2899999,2018,32000,полный,185,Дизель,внедорожник 5 дв.,автомат,2.0,белый,Hyundai,3,9250
2286,Genesis G70 I,2810000,2018,99967,полный,247,Бензин,седан,автомат,2.0,серый,Genesis,3,18525
2287,Geely Atlas I,2170000,2021,52000,полный,149,Бензин,внедорожник 5 дв.,автомат,2.4,белый,Geely,3,5215
2288,Volkswagen Caravelle T6 Рестайлинг,3729000,2021,120000,передний,150,Дизель,минивэн,механика,2.0,чёрный,Volkswagen,4,7425
2289,Geely Emgrand 7 II,2149000,2022,25,передний,103,Бензин,седан,вариатор,1.5,белый,Geely,3,2575
2290,Lexus LX 570 III Рестайлинг,4985000,2015,66258,полный,367,Бензин,внедорожник 5 дв.,автомат,5.7,серый,Lexus,4,55050
2291,Opel Mokka I,1300000,2014,101827,полный,140,Бензин,внедорожник 5 дв.,автомат,1.8,чёрный,Opel,2,4900
2292,Jeep Wrangler IV (JL),6150000,2021,16621,полный,272,Бензин,внедорожник 3 дв.,автомат,2.0,оранжевый,Jeep,5,81600
2293,BMW X4 28i I (F26),2280000,2015,130707,полный,245,Бензин,внедорожник 5 дв.,автомат,2.0,синий,BMW,3,18375
2294,Audi A3 II (8P) Рестайлинг 2,730000,2012,174537,передний,105,Бензин,хэтчбек 5 дв.,робот,1.2,чёрный,Audi,1,2625
2295,Hyundai H-1 II Рестайлинг 2,3190000,2018,33865,задний,170,Дизель,минивэн,автомат,2.5,коричневый,Hyundai,4,7650
2296,Geely Coolray I,2350000,2021,23718,передний,150,Бензин,внедорожник 5 дв.,робот,1.5,белый,Geely,3,6750
2297,Audi Q5 I (8R) Рестайлинг,2150000,2016,170008,полный,180,Бензин,внедорожник 5 дв.,автомат,2.0,серый,Audi,3,9000
2298,Land Rover Discovery Sport I Рестайлинг,6195000,2022,1139,полный,249,Бензин,внедорожник 5 дв.,автомат,2.0,синий,Land Rover,5,37350
2299,Audi Q3 Sportback 40 TFSI I (F3),4197000,2020,51446,полный,180,Бензин,внедорожник 5 дв.,робот,2.0,серый,Audi,4,9900
2300,BMW X5 30d IV (G05),7599000,2020,34788,полный,265,Дизель,внедорожник 5 дв.,автомат,3.0,чёрный,BMW,5,79500
2301,Land Rover Range Rover IV Рестайлинг,9499000,2019,65000,полный,339,Дизель,внедорожник 5 дв.,автомат,4.4,коричневый,Land Rover,5,101700
2302,LADA (ВАЗ) Niva Legend,980000,2021,6057,полный,83,Бензин,внедорожник 3 дв.,механика,1.7,серебристый,LADA,1,996
2303,Volvo V90 Cross Country I,3945000,2019,51578,полный,190,Дизель,универсал 5 дв.,автомат,2.0,серый,Volvo,4,9500
2304,Jeep Wrangler IV (JL),5495000,2020,36869,полный,272,Бензин,внедорожник 5 дв.,автомат,2.0,красный,Jeep,4,81600
2305,Opel Astra GTC H Рестайлинг,389000,2007,258679,передний,140,Бензин,хэтчбек 3 дв.,автомат,1.8,чёрный,Opel,1,4900
2306,Toyota Highlander II (U40) Рестайлинг,1635000,2011,115000,полный,273,Бензин,внедорожник 5 дв.,автомат,3.5,белый,Toyota,2,40950
2307,BMW X6 35i II (F16),2990000,2016,149000,полный,306,Бензин,внедорожник 5 дв.,автомат,3.0,чёрный,BMW,3,45900
2308,Kia Carnival IV,4980000,2023,22,передний,199,Дизель,минивэн,автомат,2.2,чёрный,Kia,4,10945
2309,Volkswagen Golf VII,760000,2013,112000,передний,105,Бензин,хэтчбек 5 дв.,механика,1.2,чёрный,Volkswagen,1,2625
2310,Kia Sorento III Prime,2155000,2017,155000,полный,200,Дизель,внедорожник 5 дв.,автомат,2.2,чёрный,Kia,3,13000
2311,Mercedes-Benz G-Класс AMG 63 AMG II (W463),23000000,2021,5500,полный,585,Бензин,внедорожник 5 дв.,автомат,4.0,серый,Mercedes-Benz,5,263250
2312,Volkswagen Tiguan II,1839000,2017,105298,передний,150,Бензин,внедорожник 5 дв.,робот,1.4,бежевый,Volkswagen,3,6750
